Origin,Destination,Hotel Property,Hotel Nights Stay,Hotel Check In Date,Hotel Check Out Date,Expedia Package Price/Person,JetBlue Package Price/Person,% Savings (Compared to Expedia),Month,Advance_weeks,count
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,3.00,2015/10/28,2015/10/31,1090.57,530.70,51.34%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,3.00,2015/10/24,2015/10/27,1333.66,681.53,48.90%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,7.00,2015/10/24,2015/10/31,1663.77,1075.16,35.38%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,3.00,2015/10/30,2015/11/02,806.97,544.40,32.54%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,3.00,2015/10/31,2015/11/03,836.97,580.14,30.69%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,7.00,2015/10/28,2015/11/04,1138.93,915.27,19.64%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,7.00,2015/10/30,2015/11/06,1196.90,982.58,17.91%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,7.00,2015/10/31,2015/11/07,1380.22,1157.96,16.10%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,3.00,2015/10/25,2015/10/28,1251.39,1163.56,7.02%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express and Suites San Diego - Hotel Circle,3.00,2015/11/01,2015/11/04,857.65,826.64,3.62%,11.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/10/25,2015/10/28,478.26,352.31,26.33%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/20,2015/11/23,446.49,345.40,22.64%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/13,2015/11/16,527.93,427.98,18.93%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/10/24,2015/10/27,521.55,426.43,18.24%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/10/31,2015/11/03,505.09,417.17,17.41%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/10/23,2015/10/26,691.01,575.33,16.74%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/10/28,2015/10/31,526.66,439.94,16.47%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/15,2015/11/22,675.68,564.89,16.40%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/11,2015/11/14,364.34,315.33,13.45%,11.00,1-2 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/10/24,2015/10/31,844.15,754.16,10.66%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/18,2015/11/21,350.25,315.33,9.97%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/11,2015/11/18,616.69,555.25,9.96%,11.00,1-2 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/13,2015/11/20,717.56,647.47,9.77%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/08,2015/11/15,864.24,780.88,9.65%,11.00,1-2 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/14,2015/11/21,625.05,564.89,9.62%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/10/25,2015/11/01,911.80,828.10,9.18%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/10/31,2015/11/07,811.61,742.77,8.48%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/14,2015/11/17,344.20,315.33,8.39%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/01,2015/11/04,363.71,335.90,7.65%,11.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/10/30,2015/11/06,832.91,770.08,7.54%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/10/23,2015/10/30,927.42,864.46,6.79%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/25,2015/11/28,734.44,696.37,5.18%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/01,2015/11/08,975.76,939.46,3.72%,11.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/10/30,2015/11/02,582.54,562.66,3.41%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/10/28,2015/11/04,725.21,704.92,2.80%,10.00,within 1 wk,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/22,2015/11/29,802.94,788.00,1.86%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/21,2015/11/28,767.15,753.00,1.84%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/18,2015/11/25,635.73,624.26,1.80%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/21,2015/11/24,410.07,402.73,1.79%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/20,2015/11/27,655.44,647.47,1.22%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,7.00,2015/11/25,2015/12/02,754.20,748.18,0.80%,11.00,2-4 wks,1
JFK,CHS,Holiday Inn Express Charleston Dwtn - Ashley River,3.00,2015/11/04,2015/11/07,429.82,428.91,0.21%,11.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/10/23,2015/10/26,1251.10,867.46,30.66%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/10/31,2015/11/03,758.13,603.36,20.41%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/10/30,2015/11/02,729.55,587.71,19.44%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/08,2015/11/11,633.01,510.62,19.33%,11.00,1-2 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/10/25,2015/10/28,1137.53,958.27,15.76%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/01,2015/11/04,773.38,666.36,13.84%,11.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/10/28,2015/10/31,827.60,728.94,11.92%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/10/25,2015/11/01,1676.62,1484.94,11.43%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/10/30,2015/11/06,1119.32,1010.31,9.74%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/10/24,2015/10/27,1063.51,962.54,9.49%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/10/28,2015/11/04,1194.27,1109.45,7.10%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/14,2015/11/17,563.42,526.37,6.58%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/18,2015/11/21,724.72,691.98,4.52%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/10/31,2015/11/07,1071.84,1025.97,4.28%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/11/01,2015/11/08,1262.41,1209.51,4.19%,11.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/10/23,2015/10/30,1564.74,1501.22,4.06%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/04,2015/11/07,584.18,563.08,3.61%,11.00,within 1 wk,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/22,2015/11/25,666.95,645.95,3.15%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/11/22,2015/11/29,1322.37,1303.14,1.45%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/21,2015/11/24,666.31,661.70,0.69%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/13,2015/11/16,544.37,542.12,0.41%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/11/15,2015/11/22,1004.17,1000.16,0.40%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/15,2015/11/18,512.50,510.62,0.37%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,3.00,2015/11/20,2015/11/23,651.57,649.84,0.26%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Express Mill Valley San Francisco Area,7.00,2015/11/21,2015/11/28,1254.17,1253.14,0.08%,11.00,2-4 wks,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/10/28,2015/10/31,992.70,424.42,57.25%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/10/24,2015/10/27,1212.04,548.49,54.75%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,7.00,2015/10/24,2015/10/31,1491.64,879.51,41.04%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/10/30,2015/11/02,693.12,411.42,40.64%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/10/31,2015/11/03,703.59,424.42,39.68%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,7.00,2015/10/28,2015/11/04,878.81,638.51,27.34%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,7.00,2015/10/30,2015/11/06,881.78,642.32,27.16%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,7.00,2015/10/31,2015/11/07,1043.94,789.44,24.38%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,7.00,2015/10/25,2015/11/01,1270.45,985.51,22.43%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/10/25,2015/10/28,1131.56,1024.41,9.47%,10.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/11/01,2015/11/04,727.94,677.41,6.94%,11.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/11/06,2015/11/09,443.92,431.03,2.90%,11.00,1-2 wks,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,7.00,2015/11/01,2015/11/08,1007.88,996.15,1.16%,11.00,within 1 wk,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/11/21,2015/11/24,637.68,632.30,0.84%,11.00,2-4 wks,1
JFK,SAN,Holiday Inn Express San Diego N - Rancho Bernardo,3.00,2015/11/22,2015/11/25,625.71,621.36,0.70%,11.00,2-4 wks,1
BOS,JFK,Holiday Inn Express Staten Island West,3.00,2015/10/25,2015/10/28,485.80,415.18,14.54%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn Express Staten Island West,7.00,2015/10/24,2015/10/31,875.25,788.75,9.88%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn Express Staten Island West,3.00,2015/11/04,2015/11/07,434.35,391.81,9.79%,11.00,within 1 wk,1
BOS,JFK,Holiday Inn Express Staten Island West,7.00,2015/10/31,2015/11/07,796.56,745.18,6.45%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn Express Staten Island West,3.00,2015/10/30,2015/11/02,534.11,505.62,5.34%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn Express Staten Island West,3.00,2015/11/01,2015/11/04,440.75,423.42,3.93%,11.00,within 1 wk,1
BOS,JFK,Holiday Inn Express Staten Island West,3.00,2015/10/31,2015/11/03,470.93,467.27,0.78%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,3.00,2015/11/01,2015/11/04,450.38,395.75,12.13%,11.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,7.00,2015/11/01,2015/11/08,713.68,659.30,7.62%,11.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,3.00,2015/10/23,2015/10/26,546.05,505.75,7.38%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,3.00,2015/11/04,2015/11/07,450.21,418.22,7.11%,11.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,3.00,2015/11/22,2015/11/25,437.60,406.69,7.06%,11.00,2-4 wks,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,7.00,2015/10/23,2015/10/30,732.96,683.82,6.71%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,7.00,2015/10/28,2015/11/04,616.73,601.82,2.42%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Express Tampa North - Telecom Park,3.00,2015/11/07,2015/11/10,404.84,397.50,1.81%,11.00,1-2 wks,1
JFK,FLL,Holiday Inn Fort Lauderdale Airport,3.00,2015/10/30,2015/11/02,548.44,495.50,9.65%,10.00,within 1 wk,1
JFK,FLL,Holiday Inn Fort Lauderdale Airport,3.00,2015/11/20,2015/11/23,578.68,544.34,5.93%,11.00,2-4 wks,1
JFK,FLL,Holiday Inn Fort Lauderdale Airport,3.00,2015/11/18,2015/11/21,454.90,439.12,3.47%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/10/23,2015/10/26,747.00,614.17,17.78%,10.00,within 1 wk,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/10/24,2015/10/27,459.85,431.31,6.21%,10.00,within 1 wk,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/20,2015/11/23,565.56,531.33,6.05%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/25,2015/11/28,789.76,751.80,4.81%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/06,2015/11/09,599.25,582.16,2.85%,11.00,1-2 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/07,2015/11/10,417.37,406.69,2.56%,11.00,1-2 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/21,2015/11/24,459.94,449.68,2.23%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/04,2015/11/07,441.79,433.37,1.91%,11.00,within 1 wk,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/18,2015/11/21,465.93,457.26,1.86%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/13,2015/11/16,536.66,526.96,1.81%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/11/11,2015/11/14,347.54,342.73,1.39%,11.00,1-2 wks,1
JFK,RSW,Holiday Inn Fort Myers Downtown Historic,3.00,2015/10/28,2015/10/31,399.04,394.97,1.02%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,3.00,2015/10/21,2015/10/24,1101.03,691.34,37.21%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,3.00,2015/10/24,2015/10/27,767.03,609.00,20.60%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,7.00,2015/10/21,2015/10/28,1353.11,1103.72,18.43%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,7.00,2015/10/24,2015/10/31,1163.34,1082.41,6.96%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,3.00,2015/11/14,2015/11/17,568.95,532.26,6.45%,11.00,2-4 wks,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,3.00,2015/10/23,2015/10/26,948.88,904.05,4.72%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,3.00,2015/11/18,2015/11/21,645.00,620.84,3.75%,11.00,2-4 wks,1
JFK,MSY,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,3.00,2015/11/13,2015/11/16,953.77,941.92,1.24%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Ft. Myers Airport-Town Center,3.00,2015/10/23,2015/10/26,769.90,649.13,15.69%,10.00,within 1 wk,1
JFK,RSW,Holiday Inn Ft. Myers Airport-Town Center,3.00,2015/10/24,2015/10/27,504.01,469.09,6.93%,10.00,within 1 wk,1
JFK,RSW,Holiday Inn Ft. Myers Airport-Town Center,7.00,2015/10/24,2015/10/31,713.90,687.99,3.63%,10.00,within 1 wk,1
JFK,RSW,Holiday Inn Ft. Myers Airport-Town Center,3.00,2015/11/25,2015/11/28,804.53,786.88,2.19%,11.00,2-4 wks,1
JFK,RSW,Holiday Inn Ft. Myers Airport-Town Center,3.00,2015/10/25,2015/10/28,587.83,582.66,0.88%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/10/21,2015/10/24,1282.29,865.56,32.50%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/10/23,2015/10/26,1280.28,937.96,26.74%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/11/01,2015/11/04,874.43,650.94,25.56%,11.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/11/15,2015/11/18,672.32,548.80,18.37%,11.00,2-4 wks,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/10/31,2015/11/03,851.51,761.01,10.63%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/10/30,2015/11/02,840.52,754.88,10.19%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,7.00,2015/10/21,2015/10/28,1969.11,1851.91,5.95%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/10/25,2015/10/28,1404.28,1345.79,4.17%,10.00,within 1 wk,1
JFK,SFO,Holiday Inn Golden Gateway,3.00,2015/10/28,2015/10/31,906.51,876.36,3.33%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,3.00,2015/10/21,2015/10/24,931.57,463.63,50.23%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,7.00,2015/10/21,2015/10/28,1074.70,712.38,33.71%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,3.00,2015/10/24,2015/10/27,625.35,422.31,32.47%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,7.00,2015/11/15,2015/11/22,940.81,872.57,7.25%,11.00,2-4 wks,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,3.00,2015/11/18,2015/11/21,545.63,515.38,5.54%,11.00,2-4 wks,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,7.00,2015/10/23,2015/10/30,882.88,843.95,4.41%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,3.00,2015/10/25,2015/10/28,615.33,599.51,2.57%,10.00,within 1 wk,1
JFK,MSY,Holiday Inn Hotel and Suites SLIDELL,3.00,2015/11/01,2015/11/04,538.64,536.15,0.46%,11.00,within 1 wk,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/10/21,2015/10/24,591.24,471.58,20.24%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/11/01,2015/11/04,472.80,420.88,10.98%,11.00,within 1 wk,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/10/31,2015/11/03,480.93,436.51,9.24%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/11/22,2015/11/25,456.32,418.66,8.25%,11.00,2-4 wks,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/10/23,2015/10/26,567.43,546.51,3.69%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/11/21,2015/11/24,475.22,464.66,2.22%,11.00,2-4 wks,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,7.00,2015/10/28,2015/11/04,682.02,670.87,1.63%,10.00,within 1 wk,1
JFK,TPA,Holiday Inn Hotel and Suites Tampa N - Busch Gardens Area,3.00,2015/11/04,2015/11/07,447.96,446.05,0.43%,11.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/10/24,2015/10/27,831.20,579.90,30.23%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/10/28,2015/10/31,719.01,552.93,23.10%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/11/01,2015/11/04,647.23,502.72,22.33%,11.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,7.00,2015/10/24,2015/10/31,1184.90,923.74,22.04%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,7.00,2015/10/25,2015/11/01,1270.00,995.95,21.58%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/10/30,2015/11/02,663.11,521.90,21.30%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/10/23,2015/10/26,959.57,785.65,18.12%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/10/31,2015/11/03,599.92,510.83,14.85%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,7.00,2015/10/30,2015/11/06,903.02,822.98,8.86%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,7.00,2015/10/23,2015/10/30,1239.00,1140.73,7.93%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,7.00,2015/10/31,2015/11/07,852.95,811.93,4.81%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/11/20,2015/11/23,588.81,563.93,4.23%,11.00,2-4 wks,1
JFK,LAX,Holiday Inn La Mirada,7.00,2015/10/28,2015/11/04,868.54,833.33,4.05%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/11/22,2015/11/25,594.63,571.10,3.96%,11.00,2-4 wks,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/11/21,2015/11/24,682.97,657.36,3.75%,11.00,2-4 wks,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/11/13,2015/11/16,488.79,477.12,2.39%,11.00,2-4 wks,1
JFK,LAX,Holiday Inn La Mirada,3.00,2015/11/25,2015/11/28,818.10,806.13,1.46%,11.00,2-4 wks,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/10/21,2015/10/24,774.71,647.66,16.40%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/10/24,2015/10/27,798.94,674.73,15.55%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/10/28,2015/10/31,734.02,643.60,12.32%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,7.00,2015/10/21,2015/10/28,1380.51,1282.08,7.13%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/10/25,2015/10/28,687.83,648.11,5.77%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/10/30,2015/11/02,710.77,680.05,4.32%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/11/01,2015/11/04,654.06,637.14,2.59%,11.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,7.00,2015/10/28,2015/11/04,1238.83,1217.36,1.73%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,7.00,2015/10/24,2015/10/31,1288.04,1271.48,1.29%,10.00,within 1 wk,1
BOS,JFK,Holiday Inn LaGuardia Airport,3.00,2015/10/31,2015/11/03,654.74,648.11,1.01%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,3.00,2015/10/24,2015/10/27,825.16,530.68,35.69%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,7.00,2015/10/25,2015/11/01,1237.56,828.66,33.04%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,7.00,2015/10/24,2015/10/31,1195.80,828.66,30.70%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,3.00,2015/10/28,2015/10/31,721.21,518.53,28.10%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,3.00,2015/11/01,2015/11/04,674.46,494.53,26.68%,11.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,3.00,2015/10/30,2015/11/02,671.97,505.69,24.75%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,3.00,2015/10/23,2015/10/26,952.85,741.68,22.16%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,3.00,2015/10/31,2015/11/03,613.56,504.87,17.71%,10.00,within 1 wk,1
JFK,LAX,Holiday Inn Long Beach - Downtown Area,7.00,2015/10/23,2015/10/30,1233.47,1039.66,15.71%,10.00,within 1 wk,1
