Origin,Destination,Hotel Property,Hotel Nights Stay,Hotel Check In Date,Hotel Check Out Date,Expedia Package Price/Person,JetBlue Package Price/Person,% Savings (Compared to Expedia),Month,Advance_weeks,count
BOS,JFK,"70 Park Avenue Hotel, a Kimpton Hotel",3.00,2015/10/21,2015/10/24,1088.73,991.22,8.96%,10.00,within 1 wk,1
BOS,JFK,"70 Park Avenue Hotel, a Kimpton Hotel",7.00,2015/10/23,2015/10/30,1729.70,1657.41,4.18%,10.00,within 1 wk,1
BOS,JFK,"70 Park Avenue Hotel, a Kimpton Hotel",7.00,2015/10/21,2015/10/28,1906.37,1883.47,1.20%,10.00,within 1 wk,1
BOS,JFK,"70 Park Avenue Hotel, a Kimpton Hotel",7.00,2015/10/24,2015/10/31,1684.68,1673.87,0.64%,10.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/10/21,2015/10/24,1118.69,709.14,36.61%,10.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/07,2015/11/14,1310.76,951.52,27.41%,11.00,1-2 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/04,2015/11/11,1345.08,1044.93,22.31%,11.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/14,2015/11/21,1346.53,1072.96,20.32%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/10/24,2015/10/27,780.83,625.13,19.94%,10.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/14,2015/11/17,704.91,568.13,19.40%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/15,2015/11/22,1415.17,1141.51,19.34%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/04,2015/11/07,767.03,622.42,18.85%,11.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/13,2015/11/20,1328.62,1093.22,17.72%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/08,2015/11/11,572.12,475.60,16.87%,11.00,1-2 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/07,2015/11/10,696.99,580.09,16.77%,11.00,1-2 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/10/21,2015/10/28,1434.44,1194.58,16.72%,10.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/13,2015/11/16,1030.51,861.26,16.42%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/08,2015/11/15,1391.59,1187.51,14.67%,11.00,1-2 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/18,2015/11/21,746.16,640.81,14.12%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/15,2015/11/18,546.76,485.24,11.25%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/11,2015/11/18,1221.63,1114.36,8.78%,11.00,1-2 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/11/25,2015/12/02,1289.85,1187.70,7.92%,11.00,2-4 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/01,2015/11/04,634.64,591.49,6.80%,11.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,7.00,2015/10/24,2015/10/31,1304.48,1241.89,4.80%,10.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/10/23,2015/10/26,982.17,939.39,4.36%,10.00,within 1 wk,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/11,2015/11/14,698.00,682.21,2.26%,11.00,1-2 wks,1
JFK,MSY,AC Hotel by Marriott New Orleans Bourbon/French Quarter Area,3.00,2015/11/21,2015/11/24,828.13,818.78,1.13%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/20,2015/11/27,1302.90,817.05,37.29%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/18,2015/11/25,1313.96,866.70,34.04%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/21,2015/11/28,1338.40,884.23,33.93%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/15,2015/11/22,1303.36,872.17,33.08%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/22,2015/11/29,1612.41,1082.23,32.88%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/20,2015/11/23,799.81,624.15,21.96%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/10/24,2015/10/31,1439.05,1131.64,21.36%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/22,2015/11/25,784.36,620.41,20.90%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/21,2015/11/24,780.91,622.28,20.31%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/10/28,2015/11/04,1226.79,979.27,20.18%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/14,2015/11/21,1188.91,955.17,19.66%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/25,2015/12/02,1118.95,912.23,18.47%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/04,2015/11/11,1155.98,946.92,18.09%,11.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/06,2015/11/13,1120.59,918.60,18.03%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/07,2015/11/14,1155.56,949.70,17.81%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/08,2015/11/15,1294.95,1081.52,16.48%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/10/30,2015/11/06,1357.12,1135.16,16.36%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,7.00,2015/10/25,2015/11/01,1637.09,1410.64,13.83%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/11,2015/11/18,1031.34,895.17,13.20%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,7.00,2015/10/31,2015/11/07,1057.38,939.92,11.11%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/10/28,2015/10/31,825.06,735.79,10.82%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,7.00,2015/11/01,2015/11/08,1128.52,1006.92,10.78%,11.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/18,2015/11/21,697.30,626.02,10.22%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/08,2015/11/11,682.87,620.41,9.15%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/15,2015/11/18,686.74,626.02,8.84%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/07,2015/11/10,733.69,671.41,8.49%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/01,2015/11/04,813.87,744.79,8.49%,11.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/25,2015/11/28,758.55,694.41,8.46%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/10/30,2015/11/02,972.58,891.25,8.36%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/10/24,2015/10/27,957.01,877.42,8.32%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/06,2015/11/09,754.80,695.79,7.82%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/11,2015/11/14,793.35,732.02,7.73%,11.00,1-2 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/13,2015/11/16,720.35,677.02,6.02%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/14,2015/11/17,778.25,732.02,5.94%,11.00,2-4 wks,1
JFK,BGI,Accra Beach Resort,3.00,2015/10/31,2015/11/03,764.99,720.33,5.84%,10.00,within 1 wk,1
JFK,BGI,Accra Beach Resort,3.00,2015/11/04,2015/11/07,731.94,704.79,3.71%,11.00,within 1 wk,1
JFK,SDQ,Acuarium Suite Resort,7.00,2015/11/22,2015/11/29,700.99,601.89,14.14%,11.00,2-4 wks,1
JFK,SDQ,Acuarium Suite Resort,3.00,2015/11/22,2015/11/25,407.08,366.58,9.95%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/04,2015/11/11,501.92,477.60,4.85%,11.00,within 1 wk,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/20,2015/11/23,593.89,569.92,4.04%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/11,2015/11/18,538.43,517.60,3.87%,11.00,1-2 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/25,2015/11/28,800.89,773.02,3.48%,11.00,2-4 wks,1
JFK,CUN,Adhara Hacienda Cancun,7.00,2015/11/21,2015/11/28,1262.71,1220.71,3.33%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/08,2015/11/15,691.86,670.30,3.12%,11.00,1-2 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/21,2015/11/28,914.39,886.70,3.03%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/21,2015/11/24,444.08,430.92,2.96%,11.00,2-4 wks,1
JFK,CUN,Adhara Hacienda Cancun,3.00,2015/11/13,2015/11/16,615.89,599.28,2.70%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/11,2015/11/14,467.34,455.92,2.44%,11.00,1-2 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/25,2015/12/02,597.45,584.10,2.23%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/06,2015/11/09,418.53,410.02,2.03%,11.00,1-2 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/04,2015/11/07,400.88,393.02,1.96%,11.00,within 1 wk,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/08,2015/11/11,388.42,380.92,1.93%,11.00,1-2 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/14,2015/11/21,637.39,626.30,1.74%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/22,2015/11/29,804.49,792.70,1.47%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/06,2015/11/13,501.92,494.60,1.46%,11.00,1-2 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/07,2015/11/10,353.89,348.92,1.40%,11.00,1-2 wks,1
JFK,CUN,Adhara Hacienda Cancun,7.00,2015/11/22,2015/11/29,1312.89,1297.41,1.18%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/22,2015/11/25,340.89,336.92,1.16%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/13,2015/11/20,497.39,491.70,1.14%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/07,2015/11/14,519.67,514.60,0.98%,11.00,1-2 wks,1
JFK,CUN,Adhara Hacienda Cancun,3.00,2015/11/20,2015/11/23,529.89,524.78,0.96%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/15,2015/11/18,329.89,326.92,0.90%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/15,2015/11/22,484.27,480.10,0.86%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,7.00,2015/11/18,2015/11/25,454.39,450.60,0.83%,11.00,2-4 wks,1
FLL,CUN,Adhara Hacienda Cancun,3.00,2015/11/14,2015/11/17,339.64,336.92,0.80%,11.00,2-4 wks,1
BOS,JFK,Affinia 50,3.00,2015/10/21,2015/10/24,1088.36,988.42,9.18%,10.00,within 1 wk,1
BOS,JFK,Affinia 50,3.00,2015/10/24,2015/10/27,840.28,773.55,7.94%,10.00,within 1 wk,1
BOS,JFK,Affinia Manhattan,3.00,2015/10/24,2015/10/27,806.79,684.29,15.18%,10.00,within 1 wk,1
BOS,JFK,Affinia Manhattan,3.00,2015/10/23,2015/10/26,752.72,689.36,8.42%,10.00,within 1 wk,1
BOS,JFK,Affinia Manhattan,3.00,2015/10/21,2015/10/24,950.37,874.33,8.00%,10.00,within 1 wk,1
BOS,JFK,Affinia Manhattan,3.00,2015/10/30,2015/11/02,735.12,706.76,3.86%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,3.00,2015/10/24,2015/10/27,811.02,680.42,16.10%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,3.00,2015/10/21,2015/10/24,992.26,884.83,10.83%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,3.00,2015/10/28,2015/10/31,841.22,758.69,9.81%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,3.00,2015/10/23,2015/10/26,773.02,699.82,9.47%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,3.00,2015/10/25,2015/10/28,727.77,683.27,6.12%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,7.00,2015/10/23,2015/10/30,1492.64,1409.64,5.56%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,3.00,2015/10/31,2015/11/03,755.62,748.32,0.97%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,7.00,2015/10/24,2015/10/31,1387.22,1380.96,0.45%,10.00,within 1 wk,1
BOS,JFK,Affinia Shelburne,7.00,2015/10/25,2015/11/01,1415.24,1412.09,0.22%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/10/23,2015/10/26,724.89,620.83,14.35%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/10/25,2015/10/28,638.01,573.83,10.06%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/10/24,2015/10/27,690.23,620.83,10.05%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/14,2015/11/17,620.17,576.30,7.07%,11.00,2-4 wks,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/01,2015/11/04,595.27,558.83,6.12%,11.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/25,2015/11/28,704.77,668.30,5.18%,11.00,2-4 wks,1
JFK,POP,Agualina Kite Resort,7.00,2015/10/25,2015/11/01,791.26,761.47,3.76%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/13,2015/11/16,1206.18,1161.30,3.72%,11.00,2-4 wks,1
JFK,POP,Agualina Kite Resort,3.00,2015/10/30,2015/11/02,591.02,573.83,2.91%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/10/31,2015/11/03,591.01,573.83,2.91%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,7.00,2015/10/23,2015/10/30,794.67,774.47,2.54%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,7.00,2015/11/14,2015/11/21,723.27,709.03,1.97%,11.00,2-4 wks,1
JFK,POP,Agualina Kite Resort,3.00,2015/10/28,2015/10/31,585.19,573.83,1.94%,10.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/04,2015/11/07,553.94,543.83,1.82%,11.00,within 1 wk,1
JFK,POP,Agualina Kite Resort,7.00,2015/11/21,2015/11/28,829.02,820.03,1.09%,11.00,2-4 wks,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/11,2015/11/14,675.54,668.30,1.07%,11.00,1-2 wks,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/06,2015/11/09,630.21,626.30,0.62%,11.00,1-2 wks,1
JFK,POP,Agualina Kite Resort,3.00,2015/11/21,2015/11/24,630.12,626.30,0.61%,11.00,2-4 wks,1
JFK,POP,Agualina Kite Resort,7.00,2015/11/04,2015/11/11,713.92,712.47,0.20%,11.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/10/24,2015/10/27,795.41,549.42,30.93%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/10/25,2015/10/28,759.00,549.42,27.61%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,7.00,2015/10/25,2015/11/01,1142.28,860.75,24.65%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/10/28,2015/10/31,701.89,543.61,22.55%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/11/01,2015/11/04,673.71,522.48,22.45%,11.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,7.00,2015/10/24,2015/10/31,1114.26,866.56,22.23%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/10/30,2015/11/02,647.83,512.71,20.86%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/10/23,2015/10/26,924.50,760.42,17.75%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/10/31,2015/11/03,599.01,517.59,13.59%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,7.00,2015/10/23,2015/10/30,1163.51,1083.37,6.89%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,7.00,2015/10/30,2015/11/06,891.65,830.30,6.88%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,7.00,2015/10/28,2015/11/04,862.68,835.13,3.19%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/11/21,2015/11/24,700.62,681.57,2.72%,11.00,2-4 wks,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,7.00,2015/10/31,2015/11/07,850.92,829.47,2.52%,10.00,within 1 wk,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/11/20,2015/11/23,590.95,576.45,2.45%,11.00,2-4 wks,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/11/13,2015/11/16,494.47,488.13,1.28%,11.00,2-4 wks,1
JFK,LAX,Airtel Plaza Hotel and Conference Center,3.00,2015/11/25,2015/11/28,815.88,807.22,1.06%,11.00,2-4 wks,1
JFK,SXM,Alamanda Resort,3.00,2015/10/23,2015/10/26,808.61,673.66,16.69%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,3.00,2015/10/31,2015/11/03,795.86,690.67,13.22%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,3.00,2015/10/25,2015/10/28,787.78,704.49,10.57%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,3.00,2015/10/30,2015/11/02,756.05,678.44,10.27%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,7.00,2015/10/31,2015/11/07,1117.52,1004.47,10.12%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,7.00,2015/10/23,2015/10/30,1023.19,922.59,9.83%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,7.00,2015/10/30,2015/11/06,1127.69,1017.76,9.75%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,7.00,2015/10/26,2015/11/02,1060.25,980.44,7.53%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,3.00,2015/10/26,2015/10/29,731.94,694.35,5.14%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,3.00,2015/10/24,2015/10/27,808.61,783.49,3.11%,10.00,within 1 wk,1
JFK,SXM,Alamanda Resort,7.00,2015/10/25,2015/11/01,1061.22,1058.92,0.22%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",3.00,2015/10/23,2015/10/26,771.71,649.89,15.79%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",3.00,2015/10/25,2015/10/28,790.87,727.38,8.03%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",3.00,2015/10/31,2015/11/03,693.53,645.05,6.99%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",7.00,2015/10/23,2015/10/30,1039.30,988.78,4.86%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",3.00,2015/10/26,2015/10/29,748.36,733.55,1.98%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",3.00,2015/10/30,2015/11/02,680.18,668.22,1.76%,10.00,within 1 wk,1
JFK,SXM,"Alegria, an Ascend Hotel Collection Member",3.00,2015/10/24,2015/10/27,771.71,760.89,1.40%,10.00,within 1 wk,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/07,2015/11/10,583.03,391.22,32.90%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/08,2015/11/11,529.91,376.64,28.92%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/01,2015/11/04,665.64,505.49,24.06%,11.00,within 1 wk,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/15,2015/11/18,414.25,331.70,19.93%,11.00,2-4 wks,1
SFO,LAS,Alexis Park All Suite Resort,3.00,2015/10/31,2015/11/03,320.17,265.53,17.07%,10.00,within 1 wk,1
BOS,LAS,Alexis Park All Suite Resort,3.00,2015/10/28,2015/10/31,824.52,690.76,16.22%,10.00,within 1 wk,1
SFO,LAS,Alexis Park All Suite Resort,3.00,2015/10/30,2015/11/02,364.02,318.39,12.54%,10.00,within 1 wk,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/10/31,2015/11/03,648.49,567.59,12.48%,10.00,within 1 wk,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/10/31,2015/11/03,513.87,460.64,10.36%,10.00,within 1 wk,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/10/30,2015/11/02,538.51,488.40,9.30%,10.00,within 1 wk,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/10/28,2015/10/31,740.53,672.76,9.15%,10.00,within 1 wk,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/11/11,2015/11/14,552.88,504.23,8.80%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/21,2015/11/24,471.91,439.26,6.92%,11.00,2-4 wks,1
JFK,LAS,Alexis Park All Suite Resort,7.00,2015/11/14,2015/11/21,865.97,812.46,6.18%,11.00,2-4 wks,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/11/13,2015/11/16,745.65,705.11,5.44%,11.00,2-4 wks,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/14,2015/11/17,499.90,474.32,5.12%,11.00,2-4 wks,1
BOS,LAS,Alexis Park All Suite Resort,3.00,2015/11/06,2015/11/09,752.07,715.46,4.87%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,7.00,2015/11/06,2015/11/13,906.53,870.57,3.97%,11.00,1-2 wks,1
LGB,LAS,Alexis Park All Suite Resort,3.00,2015/11/13,2015/11/16,450.93,436.01,3.31%,11.00,2-4 wks,1
LGB,LAS,Alexis Park All Suite Resort,3.00,2015/10/28,2015/10/31,281.27,272.03,3.29%,10.00,within 1 wk,1
BOS,LAS,Alexis Park All Suite Resort,3.00,2015/11/07,2015/11/10,517.44,501.90,3.00%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/18,2015/11/21,535.72,520.22,2.89%,11.00,2-4 wks,1
BOS,LAS,Alexis Park All Suite Resort,3.00,2015/11/15,2015/11/18,500.25,488.05,2.44%,11.00,2-4 wks,1
LGB,LAS,Alexis Park All Suite Resort,3.00,2015/11/07,2015/11/10,293.54,288.17,1.83%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/25,2015/11/28,792.01,778.22,1.74%,11.00,2-4 wks,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/11/20,2015/11/23,549.23,541.53,1.40%,11.00,2-4 wks,1
SFO,LAS,Alexis Park All Suite Resort,3.00,2015/11/06,2015/11/09,536.80,531.05,1.07%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,7.00,2015/11/08,2015/11/15,941.63,932.16,1.01%,11.00,1-2 wks,1
SFO,LAS,Alexis Park All Suite Resort,3.00,2015/11/07,2015/11/10,285.25,282.64,0.92%,11.00,1-2 wks,1
JFK,LAS,Alexis Park All Suite Resort,7.00,2015/11/21,2015/11/28,864.60,857.33,0.84%,11.00,2-4 wks,1
SFO,LAS,Alexis Park All Suite Resort,3.00,2015/11/01,2015/11/04,280.11,278.29,0.65%,11.00,within 1 wk,1
LGB,LAS,Alexis Park All Suite Resort,3.00,2015/11/25,2015/11/28,429.55,427.00,0.59%,11.00,2-4 wks,1
BOS,LAS,Alexis Park All Suite Resort,3.00,2015/11/01,2015/11/04,671.19,668.37,0.42%,11.00,within 1 wk,1
JFK,LAS,Alexis Park All Suite Resort,3.00,2015/11/20,2015/11/23,575.98,574.64,0.23%,11.00,2-4 wks,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/10/25,2015/10/28,582.79,581.64,0.20%,10.00,within 1 wk,1
FLL,LAS,Alexis Park All Suite Resort,3.00,2015/11/25,2015/11/28,667.91,667.43,0.07%,11.00,2-4 wks,1
JFK,LAS,Aliante Casino and Hotel,3.00,2015/11/08,2015/11/11,506.52,350.23,30.86%,11.00,1-2 wks,1
FLL,LAS,Aliante Casino and Hotel,3.00,2015/11/20,2015/11/23,540.06,531.06,1.67%,11.00,2-4 wks,1
FLL,LAS,Aliante Casino and Hotel,3.00,2015/11/18,2015/11/21,543.87,543.40,0.09%,11.00,2-4 wks,1
FLL,CUN,All Ritmo Cancun Resort and Waterpark,3.00,2015/10/25,2015/10/28,536.16,497.74,7.16%,10.00,within 1 wk,1
JFK,CUN,All Ritmo Cancun Resort and Waterpark,3.00,2015/10/31,2015/11/03,654.14,618.57,5.44%,10.00,within 1 wk,1
FLL,CUN,All Ritmo Cancun Resort and Waterpark,3.00,2015/11/01,2015/11/04,517.08,497.02,3.88%,11.00,within 1 wk,1
FLL,CUN,All Ritmo Cancun Resort and Waterpark,3.00,2015/10/28,2015/10/31,518.16,499.34,3.63%,10.00,within 1 wk,1
FLL,CUN,All Ritmo Cancun Resort and Waterpark,3.00,2015/10/24,2015/10/27,527.21,513.21,2.66%,10.00,within 1 wk,1
